ID,Provider ID,Measure Name,Measure ID,Score,Measure Start Date,Measure End Date
4225,50191,Blood stream infection after surgery,PSI_13_POST_SEPSIS,5.39,10/1/15,6/30/17
4226,50101,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,4.6,4/1/14,3/31/17
4227,50126,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0.77,10/1/15,6/30/17
4228,50103,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,1.56,10/1/15,6/30/17
4229,50139,Death rate for pneumonia patients,MORT_30_PN,16.3,7/1/14,6/30/17
4230,50104,Blood stream infection after surgery,PSI_13_POST_SEPSIS,4.93,10/1/15,6/30/17
4231,50121,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,1.2,10/1/15,6/30/17
4232,50189,Death rate for pneumonia patients,MORT_30_PN,15.8,7/1/14,6/30/17
4233,50132,Death rate for heart failure patients,MORT_30_HF,8.3,7/1/14,6/30/17
4234,50128,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,160.61,10/1/15,6/30/17
4235,50104,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,9.08,10/1/15,6/30/17
4236,50126,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,1.96,10/1/15,6/30/17
4237,50192,Death rate for pneumonia patients,MORT_30_PN,16.6,7/1/14,6/30/17
4238,50116,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0.77,10/1/15,6/30/17
4239,50179,Pressure sores,PSI_3_ULCER,0.44,10/1/15,6/30/17
4240,50128,Pressure sores,PSI_3_ULCER,0.25,10/1/15,6/30/17
4241,50158,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,2.54,10/1/15,6/30/17
4242,50136,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,7.61,10/1/15,6/30/17
4243,50189,Death rate for heart failure patients,MORT_30_HF,12.1,7/1/14,6/30/17
4244,50149,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,1.28,10/1/15,6/30/17
4245,50180,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,1.42,10/1/15,6/30/17
4246,50126,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,1.14,10/1/15,6/30/17
4247,50133,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,200.07,10/1/15,6/30/17
4248,50103,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,1.16,10/1/15,6/30/17
4249,50149,Broken hip from a fall after surgery,PSI_8_POST_HIP,0.11,10/1/15,6/30/17
4250,50115,Death rate for pneumonia patients,MORT_30_PN,14.4,7/1/14,6/30/17
4251,50113,Death rate for pneumonia patients,MORT_30_PN,15.4,7/1/14,6/30/17
4252,50174,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,2.5,4/1/14,3/31/17
4253,50180,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0.26,10/1/15,6/30/17
4254,50107,Death rate for COPD patients,MORT_30_COPD,10.1,7/1/14,6/30/17
4255,50122,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,8.69,10/1/15,6/30/17
4256,50195,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0.72,10/1/15,6/30/17
4257,50180,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,2.98,10/1/15,6/30/17
4258,50139,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,1.28,10/1/15,6/30/17
4259,50204,Broken hip from a fall after surgery,PSI_8_POST_HIP,0.11,10/1/15,6/30/17
4260,50180,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,2.1,4/1/14,3/31/17
4261,50152,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,2.39,10/1/15,6/30/17
4262,50103,Death rate for pneumonia patients,MORT_30_PN,10.6,7/1/14,6/30/17
4263,50113,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,1.27,10/1/15,6/30/17
4264,50139,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,2.77,10/1/15,6/30/17
4265,50115,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,3.67,10/1/15,6/30/17
4266,50167,Serious complications,PSI_90_SAFETY,0.87,10/1/15,6/30/17
4267,50110,Pressure sores,PSI_3_ULCER,0.73,10/1/15,6/30/17
4268,50099,Serious complications,PSI_90_SAFETY,0.96,10/1/15,6/30/17
4269,50174,Death rate for heart failure patients,MORT_30_HF,8.9,7/1/14,6/30/17
4270,50149,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,1.22,10/1/15,6/30/17
4271,50096,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,7.31,10/1/15,6/30/17
4272,50149,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,1.36,10/1/15,6/30/17
4273,50174,Death rate for COPD patients,MORT_30_COPD,8.5,7/1/14,6/30/17
4274,50100,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,3.46,10/1/15,6/30/17
4275,50145,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0.22,10/1/15,6/30/17
4276,50113,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,7.63,10/1/15,6/30/17
4277,50128,Death rate for heart attack patients,MORT_30_AMI,11.9,7/1/14,6/30/17
4278,50100,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,1.44,10/1/15,6/30/17
4279,50194,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,3.8,10/1/15,6/30/17
4280,50197,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,169.31,10/1/15,6/30/17
4281,50179,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,4.19,10/1/15,6/30/17
4282,50103,Death rate for COPD patients,MORT_30_COPD,7.2,7/1/14,6/30/17
4283,50152,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,2.1,4/1/14,3/31/17
4284,50104,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,1.41,10/1/15,6/30/17
4285,50179,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,2.8,4/1/14,3/31/17
4286,50204,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,2.7,4/1/14,3/31/17
4287,50116,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,15.22,10/1/15,6/30/17
4288,50153,Death rate for stroke patients,MORT_30_STK,12.3,7/1/14,6/30/17
4289,50152,Serious complications,PSI_90_SAFETY,0.86,10/1/15,6/30/17
4290,50167,Death rate for COPD patients,MORT_30_COPD,10.3,7/1/14,6/30/17
4291,50121,Death rate for pneumonia patients,MORT_30_PN,19.3,7/1/14,6/30/17
4292,50140,Serious complications,PSI_90_SAFETY,1.04,10/1/15,6/30/17
4293,50133,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,6.43,10/1/15,6/30/17
4294,50180,Death rate for heart attack patients,MORT_30_AMI,11.2,7/1/14,6/30/17
4295,50118,Pressure sores,PSI_3_ULCER,0.18,10/1/15,6/30/17
4296,50159,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,2.8,10/1/15,6/30/17
4297,50149,Pressure sores,PSI_3_ULCER,0.17,10/1/15,6/30/17
4298,50100,Blood stream infection after surgery,PSI_13_POST_SEPSIS,4.95,10/1/15,6/30/17
4299,50108,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0.43,10/1/15,6/30/17
4300,50131,Serious complications,PSI_90_SAFETY,1.08,10/1/15,6/30/17
4301,50132,Death rate for COPD patients,MORT_30_COPD,6,7/1/14,6/30/17
4302,50136,Death rate for pneumonia patients,MORT_30_PN,14.4,7/1/14,6/30/17
4303,50131,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,5.84,10/1/15,6/30/17
4304,50194,Blood stream infection after surgery,PSI_13_POST_SEPSIS,4.98,10/1/15,6/30/17
4305,50191,Death rate for stroke patients,MORT_30_STK,14.6,7/1/14,6/30/17
4306,50152,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0.81,10/1/15,6/30/17
4307,50152,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,6.35,10/1/15,6/30/17
4308,50103,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,2.4,4/1/14,3/31/17
4309,50125,Death rate for heart failure patients,MORT_30_HF,10,7/1/14,6/30/17
4310,50099,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,3.1,4/1/14,3/31/17
4311,50145,Serious complications,PSI_90_SAFETY,1.01,10/1/15,6/30/17
4312,50169,Pressure sores,PSI_3_ULCER,0.34,10/1/15,6/30/17
4313,50122,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,1.31,10/1/15,6/30/17
4314,50116,Death rate for stroke patients,MORT_30_STK,13.8,7/1/14,6/30/17
4315,50102,Blood stream infection after surgery,PSI_13_POST_SEPSIS,4.93,10/1/15,6/30/17
4316,50197,Death rate for pneumonia patients,MORT_30_PN,13.6,7/1/14,6/30/17
4317,50115,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,1.7,4/1/14,3/31/17
4318,50153,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,3.37,10/1/15,6/30/17
4319,50191,Broken hip from a fall after surgery,PSI_8_POST_HIP,0.11,10/1/15,6/30/17
4320,50195,Death rate for pneumonia patients,MORT_30_PN,15,7/1/14,6/30/17
4321,50195,Death rate for stroke patients,MORT_30_STK,14.9,7/1/14,6/30/17
4322,50195,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,1.02,10/1/15,6/30/17
4323,50195,Death rate for COPD patients,MORT_30_COPD,7.5,7/1/14,6/30/17
4324,50140,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0.27,10/1/15,6/30/17
4325,50110,Death rate for heart failure patients,MORT_30_HF,13.6,7/1/14,6/30/17
4326,50104,Death rate for stroke patients,MORT_30_STK,14.6,7/1/14,6/30/17
4327,50167,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,1.94,10/1/15,6/30/17
4328,50150,Broken hip from a fall after surgery,PSI_8_POST_HIP,0.11,10/1/15,6/30/17
4329,50133,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,3.3,4/1/14,3/31/17
4330,50126,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,164.9,10/1/15,6/30/17
4331,50124,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,7.51,10/1/15,6/30/17
4332,50152,Death rate for stroke patients,MORT_30_STK,13.1,7/1/14,6/30/17
4333,50129,Death rate for stroke patients,MORT_30_STK,16.4,7/1/14,6/30/17
4334,50099,Death rate for heart attack patients,MORT_30_AMI,10.2,7/1/14,6/30/17
4335,50179,Death rate for heart failure patients,MORT_30_HF,12.5,7/1/14,6/30/17
4336,50191,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0.77,10/1/15,6/30/17
4337,50140,Death rate for heart failure patients,MORT_30_HF,10.7,7/1/14,6/30/17
4338,50125,Death rate for heart attack patients,MORT_30_AMI,12.6,7/1/14,6/30/17
4339,50137,Blood stream infection after surgery,PSI_13_POST_SEPSIS,4.86,10/1/15,6/30/17
4340,50153,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,2.46,10/1/15,6/30/17
4341,50126,Death rate for heart failure patients,MORT_30_HF,8.8,7/1/14,6/30/17
4342,50116,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,3.05,10/1/15,6/30/17
4343,50159,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,1.86,10/1/15,6/30/17
4344,50167,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0.81,10/1/15,6/30/17
4345,50180,Death rate for stroke patients,MORT_30_STK,13.4,7/1/14,6/30/17
4346,50100,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,1.7,4/1/14,3/31/17
4347,50140,Broken hip from a fall after surgery,PSI_8_POST_HIP,0.11,10/1/15,6/30/17
4348,50194,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,2.5,4/1/14,3/31/17
4349,50110,Death rate for heart attack patients,MORT_30_AMI,12.8,7/1/14,6/30/17
4350,50135,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,154.67,10/1/15,6/30/17
4351,50174,Serious complications,PSI_90_SAFETY,1.02,10/1/15,6/30/17
4352,50169,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,6.31,10/1/15,6/30/17
4353,50133,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,3.81,10/1/15,6/30/17
4354,50197,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0.33,10/1/15,6/30/17
4355,50131,Death rate for stroke patients,MORT_30_STK,12.8,7/1/14,6/30/17
4356,50127,Death rate for heart failure patients,MORT_30_HF,12.5,7/1/14,6/30/17
4357,50136,Blood stream infection after surgery,PSI_13_POST_SEPSIS,4.58,10/1/15,6/30/17
4358,50174,Pressure sores,PSI_3_ULCER,0.59,10/1/15,6/30/17
4359,50197,Pressure sores,PSI_3_ULCER,0.34,10/1/15,6/30/17
4360,50125,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,182.44,10/1/15,6/30/17
4361,50133,Death rate for stroke patients,MORT_30_STK,15.4,7/1/14,6/30/17
4362,50101,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,2.35,10/1/15,6/30/17
4363,50121,Serious complications,PSI_90_SAFETY,0.92,10/1/15,6/30/17
4364,50158,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,3.37,10/1/15,6/30/17
4365,50179,Death rate for heart attack patients,MORT_30_AMI,12.6,7/1/14,6/30/17
4366,50145,Broken hip from a fall after surgery,PSI_8_POST_HIP,0.1,10/1/15,6/30/17
4367,50133,Death rate for pneumonia patients,MORT_30_PN,18,7/1/14,6/30/17
4368,50132,Death rate for heart attack patients,MORT_30_AMI,11.7,7/1/14,6/30/17
4369,50180,Broken hip from a fall after surgery,PSI_8_POST_HIP,0.09,10/1/15,6/30/17
4370,50149,Death rate for stroke patients,MORT_30_STK,13.9,7/1/14,6/30/17
4371,50167,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,1.3,10/1/15,6/30/17
4372,50131,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0.83,10/1/15,6/30/17
4373,50135,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0.21,10/1/15,6/30/17
4374,50122,Serious complications,PSI_90_SAFETY,1.11,10/1/15,6/30/17
4375,50116,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0.3,10/1/15,6/30/17
4376,50122,Pressure sores,PSI_3_ULCER,0.77,10/1/15,6/30/17
4377,50107,Death rate for stroke patients,MORT_30_STK,15.9,7/1/14,6/30/17
4378,50125,Death rate for COPD patients,MORT_30_COPD,7.9,7/1/14,6/30/17
4379,50140,Death rate for stroke patients,MORT_30_STK,17,7/1/14,6/30/17
4380,50102,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,1.72,10/1/15,6/30/17
4381,50140,Death rate for pneumonia patients,MORT_30_PN,14.7,7/1/14,6/30/17
4382,50102,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0.26,10/1/15,6/30/17
4383,50110,Death rate for COPD patients,MORT_30_COPD,9,7/1/14,6/30/17
4384,50140,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0.81,10/1/15,6/30/17
4385,50112,Death rate for heart attack patients,MORT_30_AMI,12.5,7/1/14,6/30/17
4386,50116,Broken hip from a fall after surgery,PSI_8_POST_HIP,0.1,10/1/15,6/30/17
4387,50145,Blood stream infection after surgery,PSI_13_POST_SEPSIS,5.57,10/1/15,6/30/17
4388,50108,Blood stream infection after surgery,PSI_13_POST_SEPSIS,5.35,10/1/15,6/30/17
4389,50204,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,144.46,10/1/15,6/30/17
4390,50099,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,4.19,10/1/15,6/30/17
4391,50121,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,1.01,10/1/15,6/30/17
4392,50140,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,4.49,10/1/15,6/30/17
4393,50128,Death rate for COPD patients,MORT_30_COPD,10.5,7/1/14,6/30/17
4394,50159,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0.78,10/1/15,6/30/17
4395,50124,Blood stream infection after surgery,PSI_13_POST_SEPSIS,5.26,10/1/15,6/30/17
4396,50174,Broken hip from a fall after surgery,PSI_8_POST_HIP,0.14,10/1/15,6/30/17
4397,50179,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,167.62,10/1/15,6/30/17
4398,50153,Death rate for COPD patients,MORT_30_COPD,9.7,7/1/14,6/30/17
4399,50124,Death rate for heart attack patients,MORT_30_AMI,13.9,7/1/14,6/30/17
4400,50132,Death rate for stroke patients,MORT_30_STK,12.7,7/1/14,6/30/17
4401,50129,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,170.46,10/1/15,6/30/17
4402,50153,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,1.44,10/1/15,6/30/17
4403,50116,Death rate for COPD patients,MORT_30_COPD,8.7,7/1/14,6/30/17
4404,50137,Pressure sores,PSI_3_ULCER,0.29,10/1/15,6/30/17
4405,50100,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,9.56,10/1/15,6/30/17
4406,50195,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,1.4,4/1/14,3/31/17
4407,50115,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,2.55,10/1/15,6/30/17
4408,50118,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,1.31,10/1/15,6/30/17
4409,50189,Pressure sores,PSI_3_ULCER,0.36,10/1/15,6/30/17
4410,50136,Serious complications,PSI_90_SAFETY,0.99,10/1/15,6/30/17
4411,50127,Serious complications,PSI_90_SAFETY,1.03,10/1/15,6/30/17
4412,50179,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,8.39,10/1/15,6/30/17
4413,50102,Death rate for heart attack patients,MORT_30_AMI,12.6,7/1/14,6/30/17
4414,50140,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,1.2,10/1/15,6/30/17
4415,50100,Broken hip from a fall after surgery,PSI_8_POST_HIP,0.11,10/1/15,6/30/17
4416,50192,Death rate for COPD patients,MORT_30_COPD,8,7/1/14,6/30/17
4417,50124,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0.29,10/1/15,6/30/17
4418,50118,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,3.81,10/1/15,6/30/17
4419,50135,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,2.55,10/1/15,6/30/17
4420,50101,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,5.24,10/1/15,6/30/17
4421,50145,Death rate for COPD patients,MORT_30_COPD,8.6,7/1/14,6/30/17
4422,50194,Death rate for heart attack patients,MORT_30_AMI,13.4,7/1/14,6/30/17
4423,50112,Death rate for pneumonia patients,MORT_30_PN,11.8,7/1/14,6/30/17
4424,50128,Blood stream infection after surgery,PSI_13_POST_SEPSIS,5.32,10/1/15,6/30/17
4425,50194,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0.81,10/1/15,6/30/17
4426,50158,Pressure sores,PSI_3_ULCER,0.11,10/1/15,6/30/17
4427,50126,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,2.15,10/1/15,6/30/17
4428,50167,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0.27,10/1/15,6/30/17
4429,50129,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,2.59,10/1/15,6/30/17
4430,50129,Death rate for heart failure patients,MORT_30_HF,11.5,7/1/14,6/30/17
4431,50121,Broken hip from a fall after surgery,PSI_8_POST_HIP,0.12,10/1/15,6/30/17
4432,50132,Blood stream infection after surgery,PSI_13_POST_SEPSIS,5.33,10/1/15,6/30/17
4433,50103,Death rate for heart attack patients,MORT_30_AMI,11.9,7/1/14,6/30/17
4434,50167,Death rate for stroke patients,MORT_30_STK,13.6,7/1/14,6/30/17
4435,50139,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,3.51,10/1/15,6/30/17
4436,50125,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,3.54,10/1/15,6/30/17
4437,50168,Death rate for heart failure patients,MORT_30_HF,12,7/1/14,6/30/17
4438,50179,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0.42,10/1/15,6/30/17
4439,50135,Broken hip from a fall after surgery,PSI_8_POST_HIP,0.1,10/1/15,6/30/17
4440,50180,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,1.63,10/1/15,6/30/17
4441,50179,Broken hip from a fall after surgery,PSI_8_POST_HIP,0.11,10/1/15,6/30/17
4442,50104,Serious complications,PSI_90_SAFETY,1.05,10/1/15,6/30/17
4443,50197,Death rate for COPD patients,MORT_30_COPD,6.6,7/1/14,6/30/17
4444,50159,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,2.5,4/1/14,3/31/17
4445,50132,Serious complications,PSI_90_SAFETY,1.02,10/1/15,6/30/17
4446,50169,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,2.81,10/1/15,6/30/17
4447,50112,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0.21,10/1/15,6/30/17
4448,50115,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,1.75,10/1/15,6/30/17
4449,50099,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0.73,10/1/15,6/30/17
4450,50145,Death rate for pneumonia patients,MORT_30_PN,16.1,7/1/14,6/30/17
4451,50132,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,2.77,10/1/15,6/30/17
4452,50180,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,155.95,10/1/15,6/30/17
4453,50113,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0.84,10/1/15,6/30/17
4454,50150,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,7.15,10/1/15,6/30/17
4455,50167,Death rate for pneumonia patients,MORT_30_PN,16.7,7/1/14,6/30/17
4456,50101,Blood stream infection after surgery,PSI_13_POST_SEPSIS,7.51,10/1/15,6/30/17
4457,50118,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,7.32,10/1/15,6/30/17
4458,50135,Death rate for heart attack patients,MORT_30_AMI,11.3,7/1/14,6/30/17
4459,50126,Death rate for stroke patients,MORT_30_STK,12,7/1/14,6/30/17
4460,50122,Death rate for heart attack patients,MORT_30_AMI,12.8,7/1/14,6/30/17
4461,50204,Death rate for COPD patients,MORT_30_COPD,9.7,7/1/14,6/30/17
4462,50099,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,169.24,10/1/15,6/30/17
4463,50125,Death rate for CABG surgery patients,MORT_30_CABG,2.6,7/1/14,6/30/17
4464,50153,Pressure sores,PSI_3_ULCER,0.64,10/1/15,6/30/17
4465,50113,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,3.66,10/1/15,6/30/17
4466,50110,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,6.43,10/1/15,6/30/17
4467,50136,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0.78,10/1/15,6/30/17
4468,50153,Death rate for heart attack patients,MORT_30_AMI,14.7,7/1/14,6/30/17
4469,50135,Pressure sores,PSI_3_ULCER,0.04,10/1/15,6/30/17
4470,50125,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,2.9,4/1/14,3/31/17
4471,50153,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0.35,10/1/15,6/30/17
4472,50204,Death rate for heart failure patients,MORT_30_HF,12.2,7/1/14,6/30/17
4473,50197,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,3.57,10/1/15,6/30/17
4474,50125,Death rate for stroke patients,MORT_30_STK,15.9,7/1/14,6/30/17
4475,50191,Serious complications,PSI_90_SAFETY,1.05,10/1/15,6/30/17
4476,50169,Death rate for heart attack patients,MORT_30_AMI,12.1,7/1/14,6/30/17
4477,50195,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,1.42,10/1/15,6/30/17
4478,50159,Pressure sores,PSI_3_ULCER,0.15,10/1/15,6/30/17
4479,50101,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,11.14,10/1/15,6/30/17
4480,50107,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,6.71,10/1/15,6/30/17
4481,50122,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,1.45,10/1/15,6/30/17
4482,50168,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,2.28,10/1/15,6/30/17
4483,50124,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,1.26,10/1/15,6/30/17
4484,50136,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,2.98,10/1/15,6/30/17
4485,50204,Blood stream infection after surgery,PSI_13_POST_SEPSIS,6.7,10/1/15,6/30/17
4486,50132,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,1.15,10/1/15,6/30/17
4487,50132,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,2.9,4/1/14,3/31/17
4488,50104,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,3.29,10/1/15,6/30/17
4489,50099,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,1.04,10/1/15,6/30/17
4490,50107,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,2.54,10/1/15,6/30/17
4491,50158,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0.26,10/1/15,6/30/17
4492,50115,Death rate for heart failure patients,MORT_30_HF,11,7/1/14,6/30/17
4493,50104,Death rate for COPD patients,MORT_30_COPD,7,7/1/14,6/30/17
4494,50140,Blood stream infection after surgery,PSI_13_POST_SEPSIS,5.47,10/1/15,6/30/17
4495,50180,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,9.31,10/1/15,6/30/17
4496,50133,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0.69,10/1/15,6/30/17
4497,50169,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,2,4/1/14,3/31/17
4498,50108,Death rate for heart attack patients,MORT_30_AMI,12.2,7/1/14,6/30/17
4499,50128,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,1.15,10/1/15,6/30/17
4500,50101,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,1.39,10/1/15,6/30/17
4501,50138,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,7.54,10/1/15,6/30/17
