ID,Provider ID,Condition,Measure Name,Measure ID,Measure Start Date,Measure End Date,Score
1727,521312,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,129
1728,50537,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,116
1729,330144,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,20
1730,10108,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,161
1731,170023,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,100
1732,490021,Cancer care,External Beam Radiotherapy for Bone Metastases,OP_33,1/1/17,12/31/17,58
1733,321305,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,12
1734,100252,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,12
1735,80006,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,180
1736,381303,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,92
1737,10061,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
1738,501330,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,10
1739,310024,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,92
1740,50067,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,129
1741,241335,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,36
1742,60114,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,69
1743,390138,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,1
1744,380082,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,medium
1745,390138,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,99
1746,50523,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,99
1747,100268,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,OP_3b,4/1/17,3/31/18,79
1748,330233,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,153
1749,50523,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,3
1750,440132,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,236
1751,330229,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,139
1752,440039,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,361
1753,50523,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,99
1754,330233,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,74
1755,670107,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,29
1756,330229,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,97
1757,50523,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,90
1758,100268,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,150
1759,130014,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,65
1760,100252,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,100
1761,241335,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,11
1762,50557,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,97
1763,60114,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,98
1764,281322,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,60
1765,50523,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,high
1766,50557,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,8
1767,390138,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,medium
1768,50523,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,0
1769,241330,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,15
1770,50557,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,192
1771,10061,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,25
1772,251320,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,51
1773,380082,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,248
1774,521312,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,10
1775,170023,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,46
1776,80006,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,340
1777,50067,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,3
1778,110233,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,99
1779,390138,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,18
1780,141318,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,11
1781,360082,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,50
1782,440039,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,42
1783,390138,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,263
1784,100268,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,356
1785,440039,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,3
1786,130014,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,1
1787,130014,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,89
1788,130014,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,54
1789,141318,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
1790,360266,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,99
1791,60114,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
1792,490024,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,100
1793,141318,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,202
1794,321305,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,89
1795,330144,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,1
1796,100268,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,100
1797,60016,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,89
1798,300014,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,100
1799,80006,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,62
1800,10061,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,98
1801,241330,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,96
1802,130014,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,89
1803,310024,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,95
1804,510050,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,370
1805,380082,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,50
1806,490021,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,357
1807,170023,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,1
1808,50557,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,74
1809,490024,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,95
1810,300014,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,95
1811,60016,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
1812,670107,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,100
1813,300014,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,100
1814,80006,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,medium
1815,310024,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,367
1816,291304,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
1817,60104,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,228
1818,321305,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,309
1819,10061,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,92
1820,50523,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,180
1821,50067,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,7
1822,100268,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
1823,510050,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,160
1824,10061,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,3
1825,241366,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,7
1826,80006,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,97
1827,80006,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
1828,50067,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,80
1829,50557,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,1
1830,400079,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,1126
1831,521312,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
1832,400079,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,330
1833,400079,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,4
1834,400079,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,55
1835,400079,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,3
1836,310024,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,94
1837,141318,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,2
1838,50557,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,23
1839,501330,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,52
1840,10061,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,11
1841,440039,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,40
1842,510050,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,high
1843,670107,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,56
1844,330233,Blood Clot Prevention and Treatment,Hospital Acquired Potentially-Preventable Venous Thromboembolism,VTE_6,4/1/17,3/31/18,2
1845,60114,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,8
1846,241376,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,96
1847,100268,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,93
1848,310024,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,medium
1849,490024,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,63
1850,50067,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,87
1851,380082,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,76
1852,490021,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,6
1853,281322,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,22
1854,170023,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,38
1855,390138,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,48
1856,300014,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,95
1857,161375,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,132
1858,510050,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,100
1859,50557,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,81
1860,150102,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,100
1861,241330,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,96
1862,440039,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,493
1863,50557,Cancer care,External Beam Radiotherapy for Bone Metastases,OP_33,1/1/17,12/31/17,90
1864,440039,Blood Clot Prevention and Treatment,Hospital Acquired Potentially-Preventable Venous Thromboembolism,VTE_6,4/1/17,3/31/18,2
1865,380082,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,21
1866,501330,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,8
1867,300014,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,121
1868,60016,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,56
1869,10061,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,105
1870,60114,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,97
1871,330144,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,48
1872,100252,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,191
1873,50523,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,62
1874,330003,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,93
1875,241376,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,142
1876,490024,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,381
1877,330229,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,176
1878,310024,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,83
1879,490021,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,165
1880,50557,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,328
1881,510050,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,99
1882,490021,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,89
1883,300014,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,medium
1884,330144,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,90
1885,330144,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,114
1886,490093,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,272
1887,321305,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,40
1888,440039,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,very high
1889,440039,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,83
1890,150102,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,100
1891,490021,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,157
1892,50557,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,78
1893,490093,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,43
1894,330144,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,274
1895,440039,Cancer care,External Beam Radiotherapy for Bone Metastases,OP_33,1/1/17,12/31/17,86
1896,60016,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,93
1897,100268,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,81
1898,100252,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,29
1899,490024,Blood Clot Prevention and Treatment,Hospital Acquired Potentially-Preventable Venous Thromboembolism,VTE_6,4/1/17,3/31/18,16
1900,130014,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,9
1901,380082,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,77
1902,330233,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,4
1903,390138,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,95
1904,50067,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,26
1905,501330,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,77
1906,141318,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,96
1907,100252,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,100
1908,130014,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,100
1909,241335,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,95
1910,161375,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,96
1911,50557,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,87
1912,10108,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,2
1913,510050,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
1914,281322,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,89
1915,241330,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,80
1916,330233,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,74
1917,60016,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,100
1918,60016,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,222
1919,510050,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,9
1920,330229,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,78
1921,100268,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,168
1922,60016,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,16
1923,50523,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,100
1924,241330,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,111
1925,300014,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,67
1926,100252,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,54
1927,60114,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,96
1928,170023,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,21
1929,10061,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,159
1930,130014,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,OP_3b,4/1/17,3/31/18,54
1931,440039,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,78
1932,390146,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,145
1933,100268,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,73
1934,310024,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,96
1935,50523,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,345
1936,390138,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,116
1937,10108,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,162
1938,100252,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,99
1939,310024,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
1940,490021,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,1
1941,330229,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,99
1942,241366,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,41
1943,170023,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,96
1944,310024,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,64
1945,60114,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,90
1946,330229,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,8
1947,321305,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,95
1948,300014,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,100
1949,330144,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,287
1950,521312,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,16
1951,50557,Blood Clot Prevention and Treatment,Hospital Acquired Potentially-Preventable Venous Thromboembolism,VTE_6,4/1/17,3/31/18,0
1952,140118,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,401
1953,140118,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,162
1954,140118,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,high
1955,140118,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,98
1956,140118,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,84
1957,140118,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,185
1958,140118,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,390
1959,140118,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,16
1960,140118,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,79
1961,140118,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,2
1962,140118,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,95
1963,140118,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,100
1964,140118,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,100
1965,140118,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
1966,140118,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,60
1967,140118,Blood Clot Prevention and Treatment,Hospital Acquired Potentially-Preventable Venous Thromboembolism,VTE_6,4/1/17,3/31/18,0
1968,150102,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,13
1969,100252,Heart Attack or Chest Pain,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,OP_2,4/1/17,3/31/18,100
1970,60114,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,241
1971,170023,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,198
1972,380082,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,132
1973,380082,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,96
1974,520116,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,97
1975,380082,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,2
1976,141318,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,95
1977,50523,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
1978,281322,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
1979,150102,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,8
1980,10108,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,95
1981,80006,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,4
1982,161375,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,162
1983,60114,Cancer care,External Beam Radiotherapy for Bone Metastases,OP_33,1/1/17,12/31/17,91
1984,170023,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,14
1985,50557,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,157
1986,60114,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,medium
1987,60114,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,90
1988,300014,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,1
1989,390162,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,12
1990,330233,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,294
1991,161375,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
1992,50557,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,98
1993,60016,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,134
1994,241330,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,120
1995,281322,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,100
1996,321305,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,184
1997,130014,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,99
1998,440039,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,247
1999,100252,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,89
2000,60016,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
2001,50557,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
2002,360266,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,98
2003,490021,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,97
2004,10108,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,93
2005,50773,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,39
2006,150102,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,2
2007,80006,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,88
2008,80006,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,50
2009,241376,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,23
2010,501330,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,19
2011,300014,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,22
2012,241335,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,98
2013,150102,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,96
2014,490024,Cancer care,External Beam Radiotherapy for Bone Metastases,OP_33,1/1/17,12/31/17,100
2015,521312,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,190
2016,241366,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,92
