Provider_ID,Hospital_Name,City,State,ZIP_Code,Phone_Number,Hospital_Type,Hospital_Ownership,Emergency_Services
50189,GEORGE L MEE MEMORIAL HOSPITAL,KING CITY,CA,93930,8313856000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
60064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,DENVER,CO,80210,3037781955,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
110105,COLQUITT REGIONAL MEDICAL CENTER,MOULTRIE,GA,31768,2299853420,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
41329,MERCY HOSPITAL BERRYVILLE,BERRYVILLE,AR,72616,8704233355,Critical Access Hospitals,Voluntary non-profit - Church,TRUE
50084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,STOCKTON,CA,95204,2099432000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
10019,HELEN KELLER MEMORIAL HOSPITAL,SHEFFIELD,AL,35660,2563864556,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
53300,VALLEY CHILDREN'S HOSPITAL,MADERA,CA,93636,5593535116,Childrens,Voluntary non-profit - Private,TRUE
41320,LITTLE RIVER MEMORIAL HOSPITAL,ASHDOWN,AR,71822,8708985011,Critical Access Hospitals,Voluntary non-profit - Other,TRUE
50352,BARTON MEMORIAL HOSPITAL,SOUTH LAKE TAHOE,CA,96150,5305413420,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
50261,SIERRA VIEW MEDICAL CENTER,PORTERVILLE,CA,93257,5597841110,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
83300,ALFRED I DUPONT HOSPITAL FOR CHILDREN,WILMINGTON,DE,19899,3026514000,Childrens,Voluntary non-profit - Private,TRUE
50090,SONOMA VALLEY HOSPITAL,SONOMA,CA,95476,7079355000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
100047,BAYFRONT HEALTH PUNTA GORDA,PUNTA GORDA,FL,33950,9416393131,Acute Care Hospitals,Proprietary,TRUE
50159,VENTURA COUNTY MEDICAL CENTER,VENTURA,CA,93003,8056526075,Acute Care Hospitals,Government - Local,TRUE
10024,JACKSON HOSPITAL & CLINIC INC,MONTGOMERY,AL,36106,3342938000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
40029,CONWAY REGIONAL MEDICAL CENTER,CONWAY,AR,72034,5013293831,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
50581,LAKEWOOD REGIONAL MEDICAL CENTER,LAKEWOOD,CA,90712,5626026751,Acute Care Hospitals,Proprietary,TRUE
100001,UF HEALTH JACKSONVILLE,JACKSONVILLE,FL,32209,9042440411,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
100026,BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM,PANAMA CITY,FL,32401,8507691511,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
50017,MERCY GENERAL HOSPITAL,SACRAMENTO,CA,95819,9164534453,Acute Care Hospitals,Voluntary non-profit - Church,FALSE
50690,KAISER FOUNDATION HOSPITAL-SANTA ROSA,SANTA ROSA,CA,95403,7075714000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
101312,FISHERMEN'S COMMUNITY HOSPITAL,MARATHON,FL,33050,3057435533,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
53305,LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,PALO ALTO,CA,94304,6504978000,Childrens,Voluntary non-profit - Private,FALSE
30007,VERDE VALLEY MEDICAL CENTER,COTTONWOOD,AZ,86326,9287732357,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
50609,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE,ANAHEIM,CA,92806,7142794000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
30113,WHITERIVER PHS INDIAN HOSPITAL,WHITERIVER,AZ,85941,9283384911,Acute Care Hospitals,Government - Federal,FALSE
50668,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,SAN FRANCISCO,CA,94116,4157592300,Acute Care Hospitals,Government - Local,FALSE
41326,DELTA MEMORIAL HOSPITAL,DUMAS,AR,71639,8703824303,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
60129,UCHEALTH BROOMFIELD HOSPITAL LLC,BROOMFIELD,CO,80021,3034606022,Acute Care Hospitals,Proprietary,TRUE
100053,HIALEAH HOSPITAL,HIALEAH,FL,33013,3056936100,Acute Care Hospitals,Proprietary,TRUE
30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,SHOW LOW,AZ,85901,9285376399,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
50457,ST MARY'S MEDICAL CENTER,SAN FRANCISCO,CA,94117,4156681000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
50289,SETON MEDICAL CENTER,DALY CITY,CA,94015,6509924000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
30101,WESTERN ARIZONA REGIONAL MEDICAL CENTER,BULLHEAD CITY,AZ,86442,9287632273,Acute Care Hospitals,Proprietary,TRUE
40026,CHI ST. VINCENT HOSPITAL HOT SPRINGS,HOT SPRINGS,AR,71903,5016221000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
50378,PACIFICA HOSPITAL OF THE VALLEY,SUN VALLEY,CA,91352,8187673310,Acute Care Hospitals,Proprietary,TRUE
50485,LONG BEACH MEMORIAL MEDICAL CENTER,LONG BEACH,CA,90806,5629332000,Acute Care Hospitals,Voluntary non-profit - Other,FALSE
10138,HILL HOSPITAL OF SUMTER COUNTY,YORK,AL,36925,2053925263,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
60001,NORTH COLORADO MEDICAL CENTER,GREELEY,CO,80631,9708104121,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
100302,ST CLOUD REGIONAL MEDICAL CENTER,SAINT CLOUD,FL,34769,4074983432,Acute Care Hospitals,Proprietary,TRUE
100002,BETHESDA HOSPITAL EAST,BOYNTON BEACH,FL,33435,5617377733,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
70024,WILLIAM W BACKUS HOSPITAL,NORWICH,CT,6360,8608898331,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
100244,CAPE CORAL HOSPITAL,CAPE CORAL,FL,33990,2395742323,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
100277,DOUGLAS GARDENS HOSPITAL,MIAMI,FL,33137,3057518626,Acute Care Hospitals,Voluntary non-profit - Private,FALSE
80009,BAYHEALTH - MILFORD MEMORIAL HOSPITAL,MILFORD,DE,19963,3024223311,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
10172,NORTH ALABAMA SPECIALITY HOSPITAL,ATHENS,AL,35611,2562339292,Acute Care Hospitals,Proprietary,FALSE
10092,D C H REGIONAL MEDICAL CENTER,TUSCALOOSA,AL,35401,2057597111,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
110040,NORTHRIDGE MEDICAL CENTER,COMMERCE,GA,30529,7063351100,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
50204,PALMDALE REGIONAL MEDICAL CENTER,PALMDALE,CA,93552,6613825000,Acute Care Hospitals,Proprietary,TRUE
100062,FLORIDA HOSPITAL OCALA,OCALA,FL,34474,3523517200,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
110095,TIFT REGIONAL MEDICAL CENTER,TIFTON,GA,31793,2293827120,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
100246,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,FORT PIERCE,FL,34950,7724614000,Acute Care Hospitals,Proprietary,TRUE
110109,EMANUEL MEDICAL CENTER,SWAINSBORO,GA,30401,4782891304,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
60076,STERLING REGIONAL MEDCENTER,STERLING,CO,80751,9705220122,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,HIALEAH,FL,33012,3055582500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
30092,HONORHEALTH DEER VALLEY MEDICAL CENTER,PHOENIX,AZ,85027,6238796100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
50599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,SACRAMENTO,CA,95817,9167342011,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
50324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,LA JOLLA,CA,92037,8586264123,Acute Care Hospitals,Physician,TRUE
100266,GULF BREEZE HOSPITAL,GULF BREEZE,FL,32561,8509342000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
110135,TAYLOR REGIONAL HOSPITAL,HAWKINSVILLE,GA,31036,4787830200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
110006,ST MARY'S HOSPITAL,ATHENS,GA,30606,7063893930,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
40019,FORREST CITY MEDICAL CENTER,FORREST CITY,AR,72335,8702610000,Acute Care Hospitals,Proprietary,TRUE
30069,HAVASU REGIONAL MEDICAL CENTER,LAKE HAVASU CITY,AZ,86403,9288558185,Acute Care Hospitals,Proprietary,TRUE
60118,ST ANTHONY SUMMIT MEDICAL CENTER,FRISCO,CO,80443,9706683300,Acute Care Hospitals,Voluntary non-profit - Church,FALSE
30055,KINGMAN REGIONAL MEDICAL CENTER,KINGMAN,AZ,86409,9287572101,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
40085,HELENA REGIONAL MEDICAL CENTER,HELENA,AR,72342,8703385800,Acute Care Hospitals,Proprietary,TRUE
50515,KAISER FOUNDATION HOSPITAL - ZION,SAN DIEGO,CA,92120,6195285000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
110018,PIEDMONT NEWTON HOSPITAL,COVINGTON,GA,30014,7707867053,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
100049,HIGHLANDS REGIONAL MEDICAL CENTER,SEBRING,FL,33870,8633856101,Acute Care Hospitals,Proprietary,TRUE
100328,MIAMI MEDICAL CENTER THE,MIAMI,FL,33126,3052641000,Acute Care Hospitals,Proprietary,FALSE
70020,MIDDLESEX HOSPITAL,MIDDLETOWN,CT,6457,8603446000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
61318,MIDDLE PARK MEDICAL CENTER,KREMMLING,CO,80459,9707243442,Critical Access Hospitals,Government - Hospital District or Authority,TRUE
100316,PALM BAY HOSPITAL,PALM BAY,FL,32907,3214348000,Acute Care Hospitals,Proprietary,TRUE
90005,SIBLEY MEMORIAL HOSPITAL,WASHINGTON,DC,20016,2025374680,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
10150,L V STABLER MEMORIAL HOSPITAL,GREENVILLE,AL,36037,3343822200,Acute Care Hospitals,Proprietary,TRUE
50315,KERN MEDICAL CENTER,BAKERSFIELD,CA,93306,6613262000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
40002,JOHNSON REGIONAL MEDICAL CENTER,CLARKSVILLE,AR,72830,4797545454,Acute Care Hospitals,Government - Local,TRUE
50754,MENLO PARK SURGICAL HOSPITAL,MENLO PARK,CA,94025,6503248500,Acute Care Hospitals,Voluntary non-profit - Private,FALSE
100213,BLAKE MEDICAL CENTER,BRADENTON,FL,34209,9417926611,Acute Care Hospitals,Proprietary,TRUE
100014,FLORIDA HOSPITAL NEW SMYRNA,NEW SMYRNA BEACH,FL,32170,3864245100,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
70028,ST VINCENT'S MEDICAL CENTER,BRIDGEPORT,CT,6606,2035765551,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
41323,ASHLEY COUNTY MEDICAL CENTER,CROSSETT,AR,71635,8703644111,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
10130,ST VINCENT'S ST CLAIR,PELL CITY,AL,35125,2053383301,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
110100,JEFFERSON HOSPITAL,LOUISVILLE,GA,30434,4786257000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
10006,ELIZA COFFEE MEMORIAL HOSPITAL,FLORENCE,AL,35631,2567688400,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
110042,WELLSTAR PAULDING HOSPITAL,HIRAM,GA,30141,4706447000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
31304,PAGE HOSPITAL,PAGE,AZ,86040,9286452424,Critical Access Hospitals,Government - Hospital District or Authority,TRUE
100063,MORTON PLANT NORTH BAY HOSPITAL,NEW PORT RICHEY,FL,34652,7278428468,Acute Care Hospitals,Voluntary non-profit - Private,FALSE
60032,ROSE MEDICAL CENTER,DENVER,CO,80220,3033202121,Acute Care Hospitals,Proprietary,TRUE
51328,TAHOE FOREST HOSPITAL,TRUCKEE,CA,96161,5305876011,Critical Access Hospitals,Government - Hospital District or Authority,TRUE
110124,WAYNE MEMORIAL HOSPITAL,JESUP,GA,31545,9125303302,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
110150,NAVICENT HEALTH BALDWIN,MILLEDGEVILLE,GA,31061,4784543550,Acute Care Hospitals,Proprietary,TRUE
50104,SAINT FRANCIS MEDICAL CENTER,LYNWOOD,CA,90262,3109008900,Acute Care Hospitals,Voluntary non-profit - Church,FALSE
51311,ORCHARD HOSPITAL,GRIDLEY,CA,95948,5308465671,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
100084,LEESBURG REGIONAL MEDICAL CENTER,LEESBURG,FL,34748,3523235762,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
100319,FLORIDA HOSPITAL WESLEY CHAPEL,WESLEY CHAPEL,FL,33544,8139295490,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
10173,ST VINCENT'S CHILTON,CLANTON,AL,35045,2054927008,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
50624,HENRY MAYO NEWHALL  HOSPITAL,VALENCIA,CA,91355,6612538000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
50070,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,SOUTH SAN FRANCISCO,CA,94080,6507423200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
110050,MURRAY MEDICAL CENTER,CHATSWORTH,GA,30705,7065172031,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
31301,BENSON HOSPITAL,BENSON,AZ,85602,5205862261,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
100329,OVIEDO MEDICAL CENTER,OVIEDO,FL,32765,4078902100,Acute Care Hospitals,Proprietary,TRUE
31314,COBRE VALLEY REGIONAL MEDICAL CENTER,GLOBE,AZ,85501,9284021122,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
50116,NORTHRIDGE HOSPITAL MEDICAL CENTER,NORTHRIDGE,CA,91325,8188858500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
110027,ST MARY'S SACRED HEART HOSPITAL INC,LAVONIA,GA,30553,7063567800,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
60009,LUTHERAN MEDICAL CENTER,WHEAT RIDGE,CO,80033,3034254500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
31307,PARKER INDIAN HEALTH CENTER,PARKER,AZ,85344,9286692137,Critical Access Hospitals,Government - Federal,TRUE
100287,GOOD SAMARITAN MEDICAL CENTER,WEST PALM BEACH,FL,33401,5616555511,Acute Care Hospitals,Proprietary,TRUE
110101,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,ADEL,GA,31620,2298968077,Acute Care Hospitals,Proprietary,TRUE
50397,COALINGA REGIONAL MEDICAL CENTER,COALINGA,CA,93210,5599356400,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
50438,HUNTINGTON MEMORIAL HOSPITAL,PASADENA,CA,91109,6263975000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
61319,ST VINCENT GENERAL HOSPITAL DISTRICT,LEADVILLE,CO,80461,7194860230,Critical Access Hospitals,Government - Hospital District or Authority,TRUE
110043,ST JOSEPH'S HOSPITAL - SAVANNAH,SAVANNAH,GA,31419,9128194100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
50211,ALAMEDA HOSPITAL,ALAMEDA,CA,94501,5105223700,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
60054,COMMUNITY HOSPITAL,GRAND JUNCTION,CO,81505,9702566201,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
100128,TAMPA GENERAL HOSPITAL,TAMPA,FL,33606,8138447000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,BRUNSWICK,GA,31520,9124667000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
100206,MEMORIAL HOSPITAL OF TAMPA,TAMPA,FL,33609,8138736400,Acute Care Hospitals,Proprietary,TRUE
50523,SUTTER DELTA MEDICAL CENTER,ANTIOCH,CA,94509,9257797200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
10120,MONROE COUNTY HOSPITAL,MONROEVILLE,AL,36460,2515753111,Acute Care Hospitals,Government - Local,TRUE
50760,KAISER FOUNDATION HOSPITAL - ANTIOCH,ANTIOCH,CA,94531,9258136500,Acute Care Hospitals,Proprietary,TRUE
50300,ST MARY MEDICAL CENTER,APPLE VALLEY,CA,92307,7602422311,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
100177,CAPE CANAVERAL HOSPITAL,COCOA BEACH,FL,32932,3217997111,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
11302,RED BAY HOSPITAL,RED BAY,AL,35582,2563569532,Critical Access Hospitals,Government - Hospital District or Authority,TRUE
40076,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,MALVERN,AR,72104,5013321000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
21314,MT EDGECUMBE HOSPITAL,SITKA,AK,99835,9079662411,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
70002,ST FRANCIS HOSPITAL & MEDICAL CENTER,HARTFORD,CT,6105,8607144000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
50510,KAISER FOUNDATION HOSPITAL,SAN RAFAEL,CA,94903,4154442000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
60013,MERCY REGIONAL MEDICAL CENTER,DURANGO,CO,81301,9702474311,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
50168,ST JUDE MEDICAL CENTER,FULLERTON,CA,92835,7149923000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
50778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,LOMA LINDA,CA,92354,9095588000,Acute Care Hospitals,Voluntary non-profit - Church,FALSE
30105,BANNER HEART HOSPITAL,MESA,AZ,85206,4808545050,Acute Care Hospitals,Voluntary non-profit - Private,FALSE
50696,KECK HOSPITAL OF USC,LOS ANGELES,CA,90033,3234428656,Acute Care Hospitals,Voluntary non-profit - Other,FALSE
70027,MANCHESTER MEMORIAL HOSPITAL,MANCHESTER,CT,6040,8606474780,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
20026,ALASKA NATIVE MEDICAL CENTER,ANCHORAGE,AK,99508,9077293971,Acute Care Hospitals,Government - Federal,TRUE
30006,TUCSON MEDICAL CENTER,TUCSON,AZ,85712,5203275461,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
51323,COLORADO RIVER MEDICAL CENTER,NEEDLES,CA,92363,7603264531,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
50517,VICTOR VALLEY GLOBAL MEDICAL CENTER,VICTORVILLE,CA,92392,7602458691,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
30087,SCOTTSDALE SHEA MEDICAL CENTER,SCOTTSDALE,AZ,85260,4803233000,Acute Care Hospitals,Proprietary,TRUE
50766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,YUBA CITY,CA,95991,5307495700,Acute Care Hospitals,Physician,FALSE
50236,ADVENTIST HEALTH SIMI VALLEY,SIMI VALLEY,CA,93065,8059556000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
50257,GOOD SAMARITAN HOSPITAL,BAKERSFIELD,CA,93308,6613994461,Acute Care Hospitals,Proprietary,FALSE
101313,MARINERS HOSPITAL,TAVERNIER,FL,33070,3054343000,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
40071,JEFFERSON REGIONAL MEDICAL CENTER,PINE BLUFF,AR,71603,8705417100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
30119,MERCY GILBERT MEDICAL CENTER,GILBERT,AZ,85297,4807288000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
50235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,BURBANK,CA,91505,8188435111,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
50292,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,MORENO VALLEY,CA,92555,9514864000,Acute Care Hospitals,Government - Local,TRUE
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,NAPLES,FL,34119,2393484000,Acute Care Hospitals,Proprietary,TRUE
30085,NORTHWEST MEDICAL CENTER,TUCSON,AZ,85741,5204698100,Acute Care Hospitals,Proprietary,TRUE
51300,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,PORTOLA,CA,96122,5308324277,Critical Access Hospitals,Government - Hospital District or Authority,TRUE
41311,HOWARD MEMORIAL HOSPITAL,NASHVILLE,AR,71852,8708454400,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
61324,ASPEN VALLEY HOSPITAL,ASPEN,CO,81611,9705441261,Critical Access Hospitals,Government - Hospital District or Authority,TRUE
50512,KAISER FOUNDATION HOSPITAL - FREMONT,FREMONT,CA,94538,5107844000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
100321,ST VINCENTS MEDICAL CENTER - CLAY COUNTY,MIDDLEBURG,FL,32068,9046021000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
10102,J PAUL JONES HOSPITAL,CAMDEN,AL,36726,3346824131,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
51320,BANNER LASSEN MEDICAL CENTER,SUSANVILLE,CA,96130,5302522000,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
50382,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,COVINA,CA,91723,6268142468,Acute Care Hospitals,Proprietary,TRUE
50191,ST MARY MEDICAL CENTER,LONG BEACH,CA,90813,5624919000,Acute Care Hospitals,Voluntary non-profit - Church,FALSE
50057,KAWEAH DELTA MEDICAL CENTER,VISALIA,CA,93291,5596242000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
100131,AVENTURA HOSPITAL AND MEDICAL CENTER,AVENTURA,FL,33180,3056827000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
100256,REGIONAL MEDICAL CENTER BAYONET POINT,HUDSON,FL,34667,7278192929,Acute Care Hospitals,Proprietary,TRUE
50135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,HOLLYWOOD,CA,90028,3234622271,Acute Care Hospitals,Proprietary,TRUE
50686,KAISER FOUNDATION HOSPITAL RIVERSIDE,RIVERSIDE,CA,92505,9513532000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
50502,SAINT VINCENT MEDICAL CENTER,LOS ANGELES,CA,90057,2134847111,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
30120,GILBERT HOSPITAL,GILBERT,AZ,85295,4808403715,Acute Care Hospitals,Proprietary,TRUE
60065,NORTH SUBURBAN MEDICAL CENTER,THORNTON,CO,80229,3034517800,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
41308,MCGEHEE HOSPITAL,MCGEHEE,AR,71654,8702225600,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
10045,FAYETTE MEDICAL CENTER,FAYETTE,AL,35555,2059325966,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
51304,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,CA,95338,2099663631,Critical Access Hospitals,Government - Hospital District or Authority,TRUE
50137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,PANORAMA CITY,CA,91402,8183753333,Acute Care Hospitals,Voluntary non-profit - Private,FALSE
50179,EMANUEL MEDICAL CENTER,TURLOCK,CA,95382,2096674200,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
10055,FLOWERS HOSPITAL,DOTHAN,AL,36305,3347935000,Acute Care Hospitals,Proprietary,TRUE
50234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,CORONADO,CA,92118,6194356251,Acute Care Hospitals,Proprietary,TRUE
61305,MELISSA MEMORIAL HOSPITAL,HOLYOKE,CO,80734,9708542241,Critical Access Hospitals,Government - Hospital District or Authority,TRUE
90006,PROVIDENCE HOSPITAL,WASHINGTON,DC,20017,2022697000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
50028,MAD RIVER COMMUNITY HOSPITAL,ARCATA,CA,95521,7078223621,Acute Care Hospitals,Proprietary,TRUE
50633,TWIN CITIES COMMUNITY HOSPITAL,TEMPLETON,CA,93465,8054343500,Acute Care Hospitals,Proprietary,TRUE
30130,BANNER IRONWOOD MEDICAL CENTER,QUEEN CREEK,AZ,85140,4803944030,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
50152,SAINT FRANCIS MEMORIAL HOSPITAL,SAN FRANCISCO,CA,94109,4153536000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
30136,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,LAVEEN,AZ,85339,6235845100,Acute Care Hospitals,Proprietary,FALSE
110073,DORMINY MEDICAL CENTER,FITZGERALD,GA,31750,2294247100,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
100117,BAPTIST MEDICAL CENTER - BEACHES,JACKSONVILLE BEACH,FL,32250,9042472900,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
50099,SAN ANTONIO REGIONAL HOSPITAL,UPLAND,CA,91786,7149852811,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
63301,CHILDRENS HOSPITAL COLORADO,AURORA,CO,80045,7207771234,Childrens,Voluntary non-profit - Private,TRUE
100093,BAPTIST HOSPITAL,PENSACOLA,FL,32501,8504344011,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
50534,JOHN F KENNEDY MEMORIAL HOSPITAL,INDIO,CA,92201,7603476191,Acute Care Hospitals,Proprietary,TRUE
100140,BAPTIST MEDICAL CENTER - NASSAU,FERNANDINA BEACH,FL,32034,9043213500,Acute Care Hospitals,Government - Local,FALSE
60020,PARKVIEW MEDICAL CENTER INC,PUEBLO,CO,81003,7195844000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
110054,FLOYD MEDICAL CENTER,ROME,GA,30162,7065096900,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
50782,CASA COLINA HOSPITAL,POMONA,CA,91767,9095967733,Acute Care Hospitals,Voluntary non-profit - Private,FALSE
61312,ESTES PARK MEDICAL CENTER,ESTES PARK,CO,80517,9705774470,Critical Access Hospitals,Government - Hospital District or Authority,TRUE
110132,MEMORIAL HOSPITAL AND MANOR,BAINBRIDGE,GA,39819,2292463500,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
50608,DELANO REGIONAL MEDICAL CENTER,DELANO,CA,93215,6617254800,Acute Care Hospitals,Proprietary,TRUE
10035,CULLMAN REGIONAL MEDICAL CENTER,CULLMAN,AL,35058,2567372000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
50570,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,FOUNTAIN VALLEY,CA,92708,7149667200,Acute Care Hospitals,Proprietary,TRUE
50588,SAN DIMAS COMMUNITY HOSPITAL,SAN DIMAS,CA,91773,9095996811,Acute Care Hospitals,Proprietary,TRUE
